Datetime,Global_active_power_sum,Global_active_power_mean,Global_active_power_max,Global_active_power_min,Global_active_power_std,Global_reactive_power_mean,Voltage_mean,Global_intensity_mean,Sub_metering_1,Sub_metering_2,Sub_metering_3,Daily_energy_kWh,Sub_metering_remainder,date,day,day_of_week,day_name,is_weekend,month,month_name,year,quarter,day_of_year,Lag_1_kWh,Lag_7_kWh,Rolling_Mean_7
2009-01-14,1781.579,1.2372076388888888,5.694,0.208,1.0782868896271935,0.0838625,244.60247916666668,5.1125,2278.5,332.0,10316.5,29.692983333333334,16765.983333333334,2009-01-14,14,2,Wednesday,0,1,Jan,2009,1,14,36.376666666666665,34.6712,31.08182142857143
2009-01-15,1564.068,1.0861583333333333,5.348,0.204,1.0376146282113838,0.08024027777777779,243.02127777777778,4.520555555555556,2731.0,390.0,9561.0,26.0678,13385.8,2009-01-15,15,3,Thursday,0,1,Jan,2009,1,15,29.692983333333334,27.221166666666665,30.91705476190476
2009-01-16,2766.554,1.9212180555555556,8.108,0.256,1.7951915288091396,0.12494444444444444,242.56897222222221,8.040555555555555,5811.0,3158.0,15220.0,46.109233333333336,21920.233333333337,2009-01-16,16,4,Friday,0,1,Jan,2009,1,16,26.0678,29.8117,33.245273809523816
2009-01-17,3317.82,2.304041666666667,6.738,0.3,1.0700593417133688,0.11426666666666667,241.63154166666666,9.578888888888889,2477.0,3154.0,15322.0,55.297000000000004,34344.00000000001,2009-01-17,17,5,Saturday,1,1,Jan,2009,1,17,46.109233333333336,35.04913333333333,36.1378261904762
2009-01-18,3154.194,2.1904125,7.594,0.212,1.7308867653382791,0.14572222222222223,242.64408333333333,9.167638888888888,5649.0,6701.0,12727.0,52.5699,27492.899999999994,2009-01-18,18,6,Sunday,1,1,Jan,2009,1,18,55.297000000000004,32.93313333333334,38.943078571428565
2009-01-19,1699.866,1.1804625,6.15,0.214,1.0682418436551664,0.08282916666666666,243.1261736111111,4.924444444444444,1118.0,376.0,10279.0,28.3311,16558.1,2009-01-19,19,0,Monday,0,1,Jan,2009,1,19,52.5699,26.48796666666667,39.206383333333335
2009-01-20,1738.028,1.206963888888889,5.848,0.2,0.7598860481679434,0.09297222222222222,243.39985416666664,4.979722222222223,0.0,282.0,13727.0,28.967133333333333,14958.133333333331,2009-01-20,20,1,Tuesday,0,1,Jan,2009,1,20,28.3311,36.376666666666665,38.14787857142857
2009-01-21,1739.434,1.2079402777777777,6.08,0.206,1.0028567474552545,0.08891944444444445,244.10518749999997,4.992916666666667,1148.0,2159.0,9830.0,28.990566666666666,15853.566666666666,2009-01-21,21,2,Wednesday,0,1,Jan,2009,1,21,28.967133333333333,29.692983333333334,38.047533333333334
2009-01-22,1237.356,0.859275,3.43,0.256,0.6741768960839158,0.08027777777777777,244.00635416666668,3.5900000000000003,0.0,341.0,8246.0,20.6226,12035.599999999999,2009-01-22,22,3,Thursday,0,1,Jan,2009,1,22,28.990566666666666,26.0678,37.269647619047625
2009-01-23,1910.536,1.326761111111111,5.952,0.266,0.9829697192448027,0.08770694444444445,242.76895138888887,5.530833333333333,2078.0,295.0,12146.0,31.842266666666667,17323.266666666666,2009-01-23,23,4,Friday,0,1,Jan,2009,1,23,20.6226,46.109233333333336,35.23150952380952
2009-01-24,2200.77,1.5283125,8.556,0.214,1.560286547197065,0.11803749999999999,243.25075694444448,6.391111111111112,5096.0,4492.0,8322.0,36.6795,18769.5,2009-01-24,24,5,Saturday,1,1,Jan,2009,1,24,31.842266666666667,55.297000000000004,32.571866666666665
2009-01-25,2843.664,1.9747666666666668,9.59,0.212,1.2931214916692149,0.10261527777777778,242.54399305555555,8.151388888888889,3971.0,5960.0,11213.0,47.394400000000005,26250.4,2009-01-25,25,6,Sunday,1,1,Jan,2009,1,25,36.6795,52.5699,31.832509523809524
2009-01-26,1674.472,1.1628277777777778,4.316,0.21,0.8503512405508596,0.07866388888888888,243.20027083333335,4.834444444444444,1121.0,348.0,9821.0,27.907866666666667,16617.86666666667,2009-01-26,26,0,Monday,0,1,Jan,2009,1,26,47.394400000000005,28.3311,31.77204761904762
2009-01-27,1425.03,0.9896041666666666,5.12,0.288,0.814773889419073,0.09419166666666666,243.9376041666667,4.167916666666667,896.0,278.0,6608.0,23.7505,15968.5,2009-01-27,27,1,Tuesday,0,1,Jan,2009,1,27,27.907866666666667,28.967133333333333,31.026814285714288
2009-01-28,2721.734,1.8900930555555555,6.87,0.214,1.4120894713660495,0.08056944444444444,243.03222222222223,7.830972222222223,2301.0,6949.0,14285.0,45.36223333333333,21827.23333333333,2009-01-28,28,2,Wednesday,0,1,Jan,2009,1,28,23.7505,28.990566666666666,33.365623809523804
2009-01-29,1573.698,1.0928458333333333,4.608,0.218,0.7163485151224493,0.07243472222222222,243.36284722222223,4.532638888888889,0.0,294.0,8996.0,26.2283,16938.3,2009-01-29,29,3,Thursday,0,1,Jan,2009,1,29,45.36223333333333,20.6226,34.1664380952381
2009-01-30,2059.038,1.4298875,5.46,0.23,0.9993562659703795,0.0833986111111111,244.28983333333332,5.917916666666666,1622.0,280.0,12147.0,34.3173,20268.300000000003,2009-01-30,30,4,Friday,0,1,Jan,2009,1,30,26.2283,31.842266666666667,34.52001428571428
2009-01-31,3312.852,2.3005916666666666,7.164,0.222,1.724500682666441,0.1657722222222222,242.47138194444443,9.633194444444444,8278.0,6575.0,15309.0,55.2142,25052.199999999997,2009-01-31,31,5,Saturday,1,1,Jan,2009,1,31,34.3173,36.6795,37.16782857142857
2009-02-01,1847.17,1.2827569444444444,6.56,0.212,1.0970161008842583,0.10559166666666667,244.80642361111111,5.3694444444444445,3330.0,622.0,7494.0,30.786166666666666,19340.166666666668,2009-02-01,1,6,Sunday,1,2,Feb,2009,1,32,55.2142,47.394400000000005,34.795223809523804
2009-02-02,1603.3,1.1134027777777777,7.17,0.206,0.9666759269443741,0.07401944444444444,244.8748263888889,4.581111111111111,1159.0,232.0,10915.0,26.721666666666668,14415.666666666668,2009-02-02,2,0,Monday,0,2,Feb,2009,1,33,30.786166666666666,27.907866666666667,34.62576666666667
2009-02-03,1868.39,1.2974930555555557,6.102,0.212,0.7941485525452824,0.08542361111111112,244.3027222222222,5.3438888888888885,703.0,878.0,14984.0,31.139833333333335,14574.833333333336,2009-02-03,3,1,Tuesday,0,2,Feb,2009,1,34,26.721666666666668,23.7505,35.68138571428571
2009-02-04,2460.924,1.708975,7.918,0.208,1.3545102767107684,0.10528055555555557,244.68669444444447,7.041388888888889,871.0,6961.0,15960.0,41.0154,17223.4,2009-02-04,4,2,Wednesday,0,2,Feb,2009,1,35,31.139833333333335,45.36223333333333,35.060409523809525
2009-02-05,1649.088,1.1452,6.066,0.214,0.7932188478933361,0.08485277777777778,243.85506249999997,4.7625,1104.0,264.0,12987.0,27.4848,13129.8,2009-02-05,5,3,Thursday,0,2,Feb,2009,1,36,41.0154,26.2283,35.23990952380952
2009-02-06,2048.396,1.4224972222222223,5.702,0.254,0.9581105319920918,0.08810555555555556,243.28893055555557,5.921666666666667,1165.0,273.0,11716.0,34.13993333333334,20985.93333333334,2009-02-06,6,4,Friday,0,2,Feb,2009,1,37,27.4848,34.3173,35.21457142857143
2009-02-07,3131.536,2.1746777777777777,6.442,0.21,1.5687035875016366,0.128225,242.05092361111113,9.080972222222222,6822.0,4483.0,17873.0,52.19226666666667,23014.26666666667,2009-02-07,7,5,Saturday,1,2,Feb,2009,1,38,34.13993333333334,55.2142,34.78286666666667
2009-02-08,2182.866,1.5158791666666667,6.266,0.214,1.261267707508393,0.09306944444444445,243.35456944444445,6.329583333333334,5341.0,259.0,15174.0,36.381099999999996,15607.099999999999,2009-02-08,8,6,Sunday,1,2,Feb,2009,1,39,52.19226666666667,30.786166666666666,35.58214285714286
2009-02-09,1706.638,1.1851652777777777,6.098,0.214,0.9515104150528545,0.09347777777777778,243.3219861111111,4.9655555555555555,1063.0,228.0,9375.0,28.443966666666665,17777.966666666664,2009-02-09,9,0,Monday,0,2,Feb,2009,1,40,36.381099999999996,26.721666666666668,35.828185714285716
2009-02-10,1943.8220000000001,1.349876388888889,4.77,0.214,0.7768819835717312,0.08043888888888888,243.15777083333333,5.5841666666666665,1128.0,263.0,12339.0,32.39703333333333,18667.033333333333,2009-02-10,10,1,Tuesday,0,2,Feb,2009,1,41,28.443966666666665,31.139833333333335,36.00778571428572
2009-02-11,2639.39,1.8329097222222221,7.852,0.216,1.6755869228339433,0.1662236111111111,242.09756249999998,7.73125,2985.0,10477.0,12195.0,43.98983333333333,18332.83333333333,2009-02-11,11,2,Wednesday,0,2,Feb,2009,1,42,32.39703333333333,41.0154,36.432704761904766
2009-02-12,1968.66,1.3671250000000001,5.844,0.222,0.9859606708210202,0.08283611111111111,242.91152777777776,5.682638888888889,1109.0,299.0,17724.0,32.811,13679.0,2009-02-12,12,3,Thursday,0,2,Feb,2009,1,43,43.98983333333333,27.4848,37.19359047619048
2009-02-13,1690.022,1.173626388888889,5.406,0.214,0.8931490474634486,0.07582361111111112,241.69333333333336,4.891805555555555,1100.0,254.0,11554.0,28.167033333333332,15259.033333333333,2009-02-13,13,4,Friday,0,2,Feb,2009,1,44,32.811,34.13993333333334,36.34031904761905
2009-02-14,2335.316,1.621747222222222,6.286,0.212,1.0924312166374295,0.08247777777777777,241.9453472222222,6.728194444444445,2280.0,3256.0,18543.0,38.92193333333333,14842.933333333327,2009-02-14,14,5,Saturday,1,2,Feb,2009,1,45,28.167033333333332,52.19226666666667,34.44455714285714
2009-02-15,1586.032,1.1014111111111111,4.28,0.198,0.7121526355971188,0.07918194444444444,242.8439375,4.501388888888889,2465.0,226.0,5234.0,26.433866666666667,18508.86666666667,2009-02-15,15,6,Sunday,1,2,Feb,2009,1,46,38.92193333333333,36.381099999999996,33.02352380952381
2009-02-16,1318.994,0.9159680555555555,4.422,0.204,0.7732445736155028,0.07764305555555555,242.14300694444444,3.8281944444444447,0.0,261.0,7037.0,21.98323333333333,14685.23333333333,2009-02-16,16,0,Monday,0,2,Feb,2009,1,47,26.433866666666667,28.443966666666665,32.1005619047619
2009-02-17,794.778,0.5519291666666667,2.586,0.198,0.5029479675933924,0.08254027777777778,242.26856249999997,2.303888888888889,0.0,278.0,3925.0,13.2463,9043.3,2009-02-17,17,1,Tuesday,0,2,Feb,2009,1,48,21.98323333333333,32.39703333333333,29.364742857142858
2009-02-18,826.45,0.5739236111111111,1.582,0.198,0.42602439645811374,0.07851666666666667,242.23109722222225,2.3558333333333334,0.0,297.0,5471.0,13.774166666666668,8006.166666666668,2009-02-18,18,2,Wednesday,0,2,Feb,2009,1,49,13.2463,43.98983333333333,25.048219047619046
2009-02-19,737.268,0.5119916666666667,2.764,0.284,0.4281988002997904,0.0690125,241.54959027777775,2.111527777777778,1046.0,262.0,1796.0,12.2878,9183.800000000001,2009-02-19,19,3,Thursday,0,2,Feb,2009,1,50,13.774166666666668,32.811,22.11633333333333
2009-02-20,1880.736,1.3060666666666667,6.322,0.218,1.0741065416528301,0.10210833333333333,240.19070833333333,5.535,2897.0,293.0,8768.0,31.3456,19387.600000000002,2009-02-20,20,4,Friday,0,2,Feb,2009,1,51,12.2878,28.167033333333332,22.570414285714286
2009-02-21,1316.184,0.9140166666666667,3.71,0.228,0.7329999851154774,0.10791805555555557,240.9543402777778,3.806666666666667,2111.0,262.0,3983.0,21.9364,15580.399999999998,2009-02-21,21,5,Saturday,1,2,Feb,2009,1,52,31.3456,38.92193333333333,20.143909523809523
2009-02-22,2238.478,1.5544986111111112,11.122,0.198,1.8630944120052861,0.12210277777777778,241.31630555555554,6.534722222222222,3816.0,8576.0,7133.0,37.307966666666665,17782.966666666667,2009-02-22,22,6,Sunday,1,2,Feb,2009,1,53,21.9364,26.433866666666667,21.697352380952378
2009-02-23,2733.656,1.8983722222222221,7.694,0.234,1.1071642873575998,0.0901388888888889,241.24088194444445,7.873055555555556,1212.0,3744.0,12471.0,45.56093333333333,28133.933333333334,2009-02-23,23,0,Monday,0,2,Feb,2009,1,54,37.307966666666665,21.98323333333333,25.065595238095234
2009-02-24,1783.144,1.2382944444444444,4.846,0.22,0.810117078659987,0.08565694444444445,240.8879236111111,5.167638888888889,0.0,1602.0,14512.0,29.719066666666667,13605.066666666666,2009-02-24,24,1,Tuesday,0,2,Feb,2009,1,55,45.56093333333333,13.2463,27.418847619047618
2009-02-25,1169.844,0.8123916666666667,6.29,0.206,0.8090030907014005,0.07852083333333333,241.2019652777778,3.4125,1092.0,274.0,7359.0,19.497400000000003,10772.400000000001,2009-02-25,25,2,Wednesday,0,2,Feb,2009,1,56,29.719066666666667,13.774166666666668,28.236452380952382
2009-02-26,1156.852,0.8033694444444445,2.884,0.208,0.6341299706176556,0.07819444444444444,240.73236805555555,3.3630555555555555,0.0,268.0,6841.0,19.280866666666668,12171.866666666669,2009-02-26,26,3,Thursday,0,2,Feb,2009,1,57,19.497400000000003,12.2878,29.235461904761905
2009-02-27,2028.918,1.4089708333333333,5.106,0.208,0.9288788128945968,0.14035833333333333,240.96568750000003,5.903472222222222,1154.0,246.0,14831.0,33.8153,17584.300000000003,2009-02-27,27,4,Friday,0,2,Feb,2009,1,58,19.280866666666668,31.3456,29.58827619047619
2009-02-28,1630.75,1.1324652777777777,6.788,0.268,1.0597681929733531,0.14763055555555554,242.3972777777778,4.834305555555555,1145.0,5358.0,8006.0,27.179166666666667,12670.166666666668,2009-02-28,28,5,Saturday,1,2,Feb,2009,1,59,33.8153,21.9364,30.337242857142858
2009-03-01,2472.521,1.7170284722222224,6.714,0.256,1.6382224153948228,0.13154791666666668,242.14014236111112,7.230555555555555,11224.0,2740.5,8852.0,41.20868333333333,18392.183333333334,2009-03-01,1,6,Sunday,1,3,Mar,2009,1,60,27.179166666666667,37.307966666666665,30.894488095238096
2009-03-02,1477.442,1.0260013888888888,4.578,0.264,0.816405295591209,0.09400277777777778,242.24184722222222,4.401111111111112,1560.0,310.0,6684.0,24.624033333333333,16070.033333333333,2009-03-02,2,0,Monday,0,3,Mar,2009,1,61,41.20868333333333,45.56093333333333,27.903502380952382
2009-03-03,1848.952,1.2839944444444444,8.31,0.258,0.93948497118791,0.08882222222222222,242.89735416666667,5.347083333333334,1159.0,268.0,13024.0,30.81586666666667,16364.866666666669,2009-03-03,3,1,Tuesday,0,3,Mar,2009,1,62,24.624033333333333,29.719066666666667,28.060188095238097
2009-03-04,1842.13,1.2792569444444446,4.992,0.254,1.0105539969599626,0.08988472222222223,242.3844861111111,5.397222222222222,2214.0,2570.0,8393.0,30.702166666666667,17525.166666666668,2009-03-04,4,2,Wednesday,0,3,Mar,2009,1,63,30.81586666666667,19.497400000000003,29.66086904761905
2009-03-05,1441.812,1.0012583333333334,5.194,0.298,0.7535963457501669,0.07809861111111112,241.67960416666668,4.253333333333334,0.0,271.0,9094.0,24.030199999999997,14665.199999999997,2009-03-05,5,3,Thursday,0,3,Mar,2009,1,64,30.702166666666667,19.280866666666668,30.339345238095234
2009-03-06,1783.474,1.238523611111111,5.726,0.26,0.9082167795695075,0.08955277777777777,240.79331249999998,5.2636111111111115,1144.0,265.0,12056.0,29.724566666666664,16259.566666666666,2009-03-06,6,4,Friday,0,3,Mar,2009,1,65,24.030199999999997,33.8153,29.754954761904763
2009-03-07,1696.466,1.1781013888888887,5.468,0.254,0.8699515044023831,0.10407361111111112,242.47164583333333,4.935972222222222,1055.0,811.0,12113.0,28.27443333333333,14295.43333333333,2009-03-07,7,5,Saturday,1,3,Mar,2009,1,66,29.724566666666664,27.179166666666667,29.91142142857143
2009-03-08,2357.166,1.6369208333333334,7.854,0.208,1.4638998831704613,0.1348513888888889,242.15979166666665,6.881805555555555,7253.0,5260.0,12691.0,39.286100000000005,14082.100000000006,2009-03-08,8,6,Sunday,1,3,Mar,2009,1,67,28.27443333333333,41.20868333333333,29.636766666666663
2009-03-09,1685.556,1.170525,4.758,0.22,0.8877919745427663,0.09447222222222222,242.48230555555557,4.904444444444445,2001.0,369.0,10336.0,28.0926,15386.600000000002,2009-03-09,9,0,Monday,0,3,Mar,2009,1,68,39.286100000000005,24.624033333333333,30.132276190476187
2009-03-10,1836.21,1.2751458333333334,5.542,0.268,0.7818418985040573,0.07979305555555556,241.8284375,5.340694444444445,0.0,281.0,11610.0,30.6035,18712.5,2009-03-10,10,1,Tuesday,0,3,Mar,2009,1,69,28.0926,30.81586666666667,30.101938095238097
2009-03-11,2405.904,1.6707666666666667,7.64,0.22,1.221433339758922,0.09530833333333333,241.8211736111111,7.027638888888888,3476.0,7288.0,10737.0,40.0984,18597.4,2009-03-11,11,2,Wednesday,0,3,Mar,2009,1,70,30.6035,30.702166666666667,31.444257142857143
2009-03-12,1887.26,1.3105972222222222,5.602,0.214,0.8801650195854179,0.09359166666666666,241.9984236111111,5.457916666666667,0.0,364.0,13655.0,31.454333333333334,17435.333333333336,2009-03-12,12,3,Thursday,0,3,Mar,2009,1,71,40.0984,24.030199999999997,32.504847619047624
2009-03-13,1445.52,1.0038333333333334,5.656,0.206,0.7431010320608461,0.09630833333333333,242.75730555555558,4.171388888888889,1082.0,311.0,10466.0,24.092,12233.0,2009-03-13,13,4,Friday,0,3,Mar,2009,1,72,31.454333333333334,29.724566666666664,31.700195238095237
2009-03-14,2149.028,1.4923805555555554,5.88,0.212,1.0030924052610477,0.1078125,242.17880555555556,6.186111111111111,2196.0,280.0,18036.0,35.81713333333333,15305.133333333331,2009-03-14,14,5,Saturday,1,3,Mar,2009,1,73,24.092,28.27443333333333,32.77772380952381
2009-03-15,1942.062,1.3486541666666665,7.166,0.214,1.1261704280707934,0.12343888888888889,241.77111111111114,5.69625,3478.0,5152.0,8353.0,32.3677,15384.7,2009-03-15,15,6,Sunday,1,3,Mar,2009,1,74,35.81713333333333,39.286100000000005,31.789380952380952
2009-03-16,1338.125,0.9292534722222222,4.322,0.214,0.797913050348008,0.08290902777777777,242.4094548611111,3.855208333333333,0.0,306.0,9291.0,22.302083333333332,12705.083333333332,2009-03-16,16,0,Monday,0,3,Mar,2009,1,75,32.3677,28.0926,30.962164285714287
2009-03-17,1931.91,1.3416041666666667,7.88,0.21,1.1083166816549352,0.16318888888888888,241.95642361111112,5.649305555555555,1110.0,3952.0,12320.0,32.1985,14816.500000000004,2009-03-17,17,1,Tuesday,0,3,Mar,2009,1,76,22.302083333333332,30.6035,31.19002142857143
2009-03-18,1450.68,1.0074166666666666,5.724,0.212,0.7833757805935603,0.08465694444444445,242.84061805555555,4.181111111111111,1123.0,375.0,12101.0,24.178,10579.0,2009-03-18,18,2,Wednesday,0,3,Mar,2009,1,77,32.1985,40.0984,28.915678571428575
2009-03-19,1191.532,0.8274527777777777,4.296,0.214,0.5557656707127561,0.08084166666666667,242.7762777777778,3.4248611111111114,0.0,314.0,9458.0,19.858866666666664,10086.866666666665,2009-03-19,19,3,Thursday,0,3,Mar,2009,1,78,24.178,31.454333333333334,27.259183333333333
2009-03-20,1463.906,1.016601388888889,6.028,0.214,0.8487459756607351,0.09030416666666667,242.9164861111111,4.217777777777778,1083.0,308.0,10618.0,24.398433333333333,12389.433333333334,2009-03-20,20,4,Friday,0,3,Mar,2009,1,79,19.858866666666664,24.092,27.302959523809527
2009-03-21,1930.022,1.3402930555555554,7.502,0.212,1.2363190293818924,0.1372611111111111,242.58272222222223,5.671805555555555,5420.0,682.0,10266.0,32.16703333333333,15799.03333333333,2009-03-21,21,5,Saturday,1,3,Mar,2009,1,80,24.398433333333333,35.81713333333333,26.78151666666667
2009-03-22,1689.17,1.1730347222222224,5.182,0.218,1.070705811213013,0.09047222222222222,241.52761111111113,4.950555555555556,2017.0,3778.0,9015.0,28.152833333333334,13342.833333333332,2009-03-22,22,6,Sunday,1,3,Mar,2009,1,81,32.16703333333333,32.3677,26.179392857142854
2009-03-23,1296.45,0.9003125000000001,5.12,0.262,0.7852827287826922,0.08341805555555555,242.05365277777778,3.7894444444444444,1078.0,310.0,5999.0,21.6075,14220.5,2009-03-23,23,0,Monday,0,3,Mar,2009,1,82,28.152833333333334,22.302083333333332,26.080166666666667
2009-03-24,1661.712,1.1539666666666666,5.848,0.222,1.0191091991019574,0.10196944444444446,242.4840972222222,4.8943055555555555,1710.0,352.0,10149.0,27.6952,15484.2,2009-03-24,24,1,Tuesday,0,3,Mar,2009,1,83,21.6075,32.1985,25.436838095238095
2009-03-25,1838.7740000000001,1.2769263888888889,6.584,0.196,1.0568836722799313,0.1347472222222222,243.1130625,5.353055555555556,2780.0,3315.0,10287.0,30.646233333333335,14264.233333333334,2009-03-25,25,2,Wednesday,0,3,Mar,2009,1,84,27.6952,24.178,26.360871428571425
2009-03-26,1211.004,0.8409749999999999,3.638,0.21,0.7039188226600185,0.08315972222222222,242.93575694444445,3.5016666666666665,0.0,312.0,8596.0,20.1834,11275.399999999998,2009-03-26,26,3,Thursday,0,3,Mar,2009,1,85,30.646233333333335,19.858866666666664,26.407233333333334
2009-03-27,1713.926,1.1902263888888889,5.226,0.264,0.9032954238739813,0.12574583333333333,242.62864583333334,5.015138888888889,1103.0,526.0,9947.0,28.56543333333333,16989.43333333333,2009-03-27,27,4,Friday,0,3,Mar,2009,1,86,20.1834,24.398433333333333,27.002519047619046
2009-03-28,2260.976,1.5701222222222222,6.856,0.264,1.1898637697113812,0.19215277777777778,242.13561805555554,6.603333333333333,4527.0,327.0,12225.0,37.68293333333334,20603.93333333334,2009-03-28,28,5,Saturday,1,3,Mar,2009,1,87,28.56543333333333,32.16703333333333,27.790504761904764
2009-03-29,2216.65,1.5393402777777778,5.512,0.214,1.0109385703865137,0.09520416666666666,242.54856944444444,6.418333333333333,1611.0,4024.0,9502.0,36.94416666666667,21807.166666666664,2009-03-29,29,6,Sunday,1,3,Mar,2009,1,88,37.68293333333334,28.152833333333334,29.046409523809526
2009-03-30,1477.452,1.0260083333333334,4.554,0.262,0.8126799221966947,0.09119722222222224,242.72852083333333,4.304722222222223,1085.0,295.0,9901.0,24.6242,13343.199999999997,2009-03-30,30,0,Monday,0,3,Mar,2009,1,89,36.94416666666667,21.6075,29.477366666666665
2009-03-31,1823.482,1.2663069444444444,7.096,0.216,1.1028215617374586,0.095825,242.16790277777778,5.309027777777778,2202.0,2711.0,12958.0,30.391366666666666,12520.366666666665,2009-03-31,31,1,Tuesday,0,3,Mar,2009,1,90,24.6242,27.6952,29.862533333333335
2009-04-01,1641.14,1.1396805555555556,4.232,0.212,1.0347179588573405,0.0993388888888889,242.90603472222222,4.807916666666666,2807.0,2364.0,7309.0,27.352333333333334,14872.333333333336,2009-04-01,1,2,Wednesday,0,4,Apr,2009,2,91,30.391366666666666,30.646233333333335,29.39197619047619
2009-04-02,1644.334,1.1418986111111111,4.76,0.264,0.8238125732232486,0.08664027777777777,242.2396388888889,4.761388888888889,1128.0,324.0,13500.0,27.40556666666667,12453.56666666667,2009-04-02,2,3,Thursday,0,4,Apr,2009,2,92,27.352333333333334,20.1834,30.423714285714286
2009-04-03,1363.26,0.9467083333333334,5.736,0.262,0.7223003546262864,0.09208194444444445,241.8118888888889,3.982916666666666,0.0,326.0,8556.0,22.721,13839.0,2009-04-03,3,4,Friday,0,4,Apr,2009,2,93,27.40556666666667,28.56543333333333,29.58879523809524
2009-04-04,2191.232,1.5216888888888889,5.124,0.296,1.063410066978179,0.13870000000000002,241.45065277777778,6.396527777777778,2699.0,4172.0,16251.0,36.52053333333333,13398.533333333333,2009-04-04,4,5,Saturday,1,4,Apr,2009,2,94,22.721,37.68293333333334,29.422738095238092
2009-04-05,1375.716,0.9553583333333333,6.502,0.264,0.9694261167824646,0.12709166666666666,242.31370833333332,4.112083333333333,3832.0,357.0,6503.0,22.9286,12236.599999999999,2009-04-05,5,6,Sunday,1,4,Apr,2009,2,95,36.52053333333333,36.94416666666667,27.420514285714287
2009-04-06,1452.634,1.0087736111111112,4.308,0.268,0.7252330473957322,0.09134722222222222,242.30114583333335,4.225555555555555,799.0,333.0,10141.0,24.21056666666667,12937.56666666667,2009-04-06,6,0,Monday,0,4,Apr,2009,2,96,22.9286,24.6242,27.36142380952381
2009-04-07,1440.092,1.0000638888888889,5.762,0.266,0.8758734324756198,0.10606388888888889,241.98941666666667,4.23125,1103.0,338.0,9121.0,24.001533333333334,13439.533333333333,2009-04-07,7,1,Tuesday,0,4,Apr,2009,2,97,24.21056666666667,30.391366666666666,26.448590476190475
2009-04-08,1534.6,1.0656944444444443,5.318,0.27,0.8612341491103642,0.11204861111111111,242.25972916666666,4.527916666666666,2131.0,2827.0,7968.0,25.576666666666664,12650.666666666664,2009-04-08,8,2,Wednesday,0,4,Apr,2009,2,98,24.001533333333334,27.352333333333334,26.19492380952381
2009-04-09,1890.472,1.3128277777777777,6.308,0.256,1.1600673164937483,0.12287222222222223,242.2968263888889,5.464583333333334,2682.0,366.0,13482.0,31.507866666666665,14977.866666666665,2009-04-09,9,3,Thursday,0,4,Apr,2009,2,99,25.576666666666664,27.40556666666667,26.780966666666664
2009-04-10,1842.114,1.2792458333333334,5.314,0.254,0.9907453175300823,0.11513333333333334,242.0344861111111,5.329166666666667,2057.0,2822.0,13828.0,30.701900000000002,11994.900000000001,2009-04-10,10,4,Friday,0,4,Apr,2009,2,100,31.507866666666665,22.721,27.92109523809524
2009-04-11,2462.446,1.7100319444444443,6.968,0.256,1.3150467795235805,0.17615694444444444,240.96925694444442,7.175277777777778,3661.0,4286.0,18233.0,41.04076666666666,14860.766666666663,2009-04-11,11,5,Saturday,1,4,Apr,2009,2,101,30.701900000000002,36.52053333333333,28.56684285714286
2009-04-12,2141.012,1.486813888888889,7.972,0.258,1.481480240855753,0.1956041666666667,240.4032986111111,6.332777777777778,7498.0,1504.0,12470.0,35.68353333333334,14211.53333333334,2009-04-12,12,6,Sunday,1,4,Apr,2009,2,102,41.04076666666666,22.9286,30.388976190476193
2009-04-13,1599.844,1.1110027777777778,6.272,0.314,1.0788538830002874,0.13888055555555556,241.13211805555557,4.735138888888889,1006.0,5648.0,6209.0,26.664066666666667,13801.066666666666,2009-04-13,13,0,Monday,0,4,Apr,2009,2,103,35.68353333333334,24.21056666666667,30.73947619047619
2009-04-14,1501.538,1.0427347222222223,6.254,0.31,0.9188598891802426,0.13095833333333334,241.4923263888889,4.435,888.0,2341.0,9478.0,25.025633333333335,12318.633333333335,2009-04-14,14,1,Tuesday,0,4,Apr,2009,2,104,26.664066666666667,24.001533333333334,30.88577619047619
2009-04-15,1216.062,0.8444875,4.718,0.306,0.7656577698635775,0.13255972222222223,241.32070833333333,3.6109722222222222,1880.0,463.0,5278.0,20.267699999999998,12646.699999999997,2009-04-15,15,2,Wednesday,0,4,Apr,2009,2,105,25.025633333333335,25.576666666666664,30.127352380952377
2009-04-16,1564.524,1.0864749999999999,6.188,0.306,0.940645251568371,0.12431666666666666,240.47604166666667,4.6241666666666665,2896.0,397.0,9809.0,26.0754,12973.399999999998,2009-04-16,16,3,Thursday,0,4,Apr,2009,2,106,20.267699999999998,31.507866666666665,29.351285714285716
2009-04-17,2042.81,1.4186180555555554,7.454,0.3,1.1003070384333458,0.11888750000000001,241.32772916666667,5.966944444444445,0.0,5224.0,7655.0,34.04683333333333,21167.83333333333,2009-04-17,17,4,Friday,0,4,Apr,2009,2,107,26.0754,30.701900000000002,29.829133333333328
2009-04-18,1512.266,1.0501847222222223,6.32,0.29,0.8121457140076649,0.10205416666666667,241.04625,4.428055555555555,1028.0,2613.0,10699.0,25.204433333333334,10864.433333333334,2009-04-18,18,5,Saturday,1,4,Apr,2009,2,108,34.04683333333333,41.04076666666666,27.5668
2009-04-19,1286.468,0.8933805555555556,6.322,0.244,0.8499241021813461,0.10666944444444446,242.6585347222222,3.7484722222222224,2201.0,376.0,8088.0,21.441133333333333,10776.133333333331,2009-04-19,19,6,Sunday,1,4,Apr,2009,2,109,25.204433333333334,35.68353333333334,25.532171428571424
